X,Y,UCL_CODE11,UCL_NAME11,SSR_CODE11,SSR_NAME11,SOS_CODE11,SOS_NAME11,STE_CODE11,STE_NAME11,AREA_SQKM,SA2_MAIN16,SA2_NAME16,Elect_div
149.719543517035,-34.7505386898949,112006,Goulburn,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,64.6442605970,101051539,Goulburn,Hume
153.293402395525,-28.8185681311166,112007,Lismore,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,40.2541852410,112021248,Lismore,Page
142.1962336898,-34.1758033701261,112008,Mildura - Buronga (Buronga Part),112,"20,000 to 49,999",11,Other Urban,1,New South Wales,5.7509441615,109021178,Wentworth - Buronga,Farrer
150.598448205237,-34.8760997513319,112009,Nowra - Bomaderry,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,35.9760206300,114011278,Nowra,Gilmore
149.099109457141,-33.2699274521196,112010,Orange,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,63.6674860060,103041078,Orange - North,Calare
152.893818759434,-31.452609529763,112011,Port Macquarie,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,44.5869428770,108041163,Port Macquarie - East,Cowper
150.928848114043,-31.1207762781007,112012,Tamworth,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,72.0322918750,110041202,Tamworth - East,New England
147.360295617304,-35.1418642998888,112013,Wagga Wagga,112,"20,000 to 49,999",11,Other Urban,1,New South Wales,67.3171136910,113031269,Wagga Wagga - South,Riverina
151.665919870894,-30.5140286054428,113001,Armidale,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,31.0149136880,110011186,Armidale,New England
153.566629845141,-28.8594324624396,113002,Ballina,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,14.0568578960,112011236,Ballina,Richmond
150.192873541301,-35.7181388529328,113003,Batemans Bay,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,22.2834952140,101041017,Batemans Bay,Gilmore
150.428093447868,-34.475938890607,113004,Bowral - Mittagong,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,75.5953216530,114021284,Bowral,Whitlam
141.455792670013,-31.9639146673988,113005,Broken Hill,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,25.7178906890,105021097,Broken Hill,Parkes
144.747537528809,-36.1072599338705,113006,Echuca - Moama (Moama Part),113,"10,000 to 19,999",11,Other Urban,1,New South Wales,10.9173090240,109031184,Moama,Farrer
152.519922242281,-32.1929169550402,113007,Forster - Tuncurry,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,32.6663654200,108011152,Forster,Lyne
152.932630504162,-29.7097451285598,113008,Grafton,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,42.2706056940,104011080,Grafton,Page
146.055225344768,-34.2763126081736,113009,Griffith,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,46.1768598500,113011256,Griffith (NSW),Farrer
152.806684537562,-31.073086278636,113010,Kempsey,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,55.4656066650,108021155,Kempsey,Cowper
150.848704359931,-34.6598779179118,113011,Kiama,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,12.8706535490,107031138,Kiama,Gilmore
151.466162568286,-32.814562888729,113012,Kurri Kurri - Weston,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,13.4064762720,106011111,Kurri Kurri - Abermain,Paterson
150.159053999379,-33.481038023265,113013,Lithgow,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,24.1522179810,103031070,Lithgow,Calare
151.486025413693,-33.0963927141911,113014,Morisset - Cooranbong,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,47.6157394240,111021218,Morisset - Cooranbong,Hunter
150.889903535081,-32.2711932834678,113015,Muswellbrook,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,11.8439703130,106041126,Muswellbrook,Hunter
152.130490043234,-32.7258221012535,113016,Nelson Bay - Corlette,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,10.4805215250,106031121,Nelson Bay Peninsula,Paterson
148.177343449711,-33.1403639391483,113017,Parkes,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,16.3286092200,103021067,Parkes (NSW),Riverina
151.745514168546,-32.7765814275249,113018,Raymond Terrace,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,25.3202599340,106031122,Raymond Terrace,Paterson
151.162491864075,-32.5542568857614,113019,Singleton,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,15.9469463240,106011112,Singleton,Hunter
152.454114916518,-31.8885641052105,113020,Taree,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,55.7569240560,108051169,Taree,Lyne
150.459139975336,-35.3536600313352,113021,Ulladulla,113,"10,000 to 19,999",11,Other Urban,1,New South Wales,25.3151282600,114011282,Ulladulla,Gilmore
152.797072303281,-31.6399230887664,114001,Camden Haven,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,18.8413017290,108041162,Laurieton - Bonny Hills,Lyne
153.047570857749,-28.8631372905232,114002,Casino,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,12.2047980220,112021244,Casino,Page
149.133572895868,-36.2336687651892,114003,Cooma,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,17.5734253430,101031014,Cooma,Eden-Monaro
148.026230021734,-34.637954028947,114004,Cootamundra,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,9.0975687594,113031263,Cootamundra,Riverina
146.372780133416,-36.0070683894062,114005,Corowa - Wahgunyah (Corowa Part),114,"5,000 to 9,999",11,Other Urban,1,New South Wales,24.9941237640,109031180,Corowa,Farrer
148.672762086976,-33.8385763262968,114006,Cowra,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,23.8786837890,103021063,Cowra,Riverina
144.955125366606,-35.5431704437992,114007,Deniliquin,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,35.5946428700,109031182,Deniliquin,Farrer
148.006486676681,-33.3846872935225,114008,Forbes,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,22.6807005460,103021065,Forbes,Riverina
151.730710924256,-29.7371582747582,114009,Glen Innes,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,10.1231767080,110021190,Glen Innes,New England
150.24042431284,-30.9658203904775,114010,Gunnedah,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,33.3519508990,110041199,Gunnedah,Parkes
150.990269609274,-34.1873696968609,114011,Helensburgh,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,4.4243305044,107041147,Helensburgh,Cunningham
151.11403426033,-29.7814387622042,114012,Inverell,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,19.8940340370,110021191,Inverell,New England
146.405582772326,-34.5514795521694,114013,Leeton,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,13.0251954870,113011258,Leeton,Farrer
153.590225391906,-28.8050125156481,114014,Lennox Head,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,4.3488135936,112011242,Lennox Head - Skennars Head,Richmond
151.869613992614,-32.7423794930765,114015,Medowie,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,13.1545313490,106031125,Williamtown - Medowie - Karuah,Paterson
149.917981569205,-36.8754560568222,114016,Merimbula,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,14.9045044990,101041025,Merimbula - Tura Beach,Eden-Monaro
149.841060996544,-29.4778700342645,114017,Moree,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,18.8264883210,110031195,Moree,Parkes
150.382526546454,-34.5491745619226,114018,Moss Vale,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,13.2296775880,114021287,Moss Vale - Berrima,Whitlam
149.572918145475,-32.6005842264357,114019,Mudgee,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,27.6825984990,103031072,Mudgee,Calare
153.40470402973,-28.3326697144899,114020,Murwillumbah,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,26.2691701490,112031251,Murwillumbah,Richmond
152.988944202966,-30.6544261610026,114021,Nambucca Heads,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,13.6250572460,108021158,Nambucca Heads,Cowper
149.772444812363,-30.3298172627673,114022,Narrabri,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,19.7694753140,110031197,Narrabri,Parkes
153.561067126991,-28.3775385478228,114023,Pottsville,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,8.8274917837,112031253,Pottsville,Richmond
152.075740880318,-32.724341414543,114024,Salamander Bay - Soldiers Point,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,5.5691291494,106031121,Nelson Bay Peninsula,Paterson
150.858279833556,-32.0434039903616,114025,Scone,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,10.9563423080,106041128,Scone,New England
150.608660661742,-35.0923844195987,114026,St Georges Basin - Sanctuary Point,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,14.5084513250,114011279,St Georges Basin - Erowal Bay,Gilmore
151.575315620649,-33.1371439122402,114027,Summerland Point - Gwandalan,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,7.0691817574,102021052,Summerland Point - Gwandalan,Shortland
148.219395410986,-35.3091980320342,114028,Tumut,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,12.1246139090,113021261,Tumut,Eden-Monaro
152.731802130277,-31.4650385120165,114029,Wauchope,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,18.1801161910,108041166,Wauchope,Lyne
153.338711087167,-29.433185242136,114030,Yamba,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,8.8511968330,104011082,Maclean - Yamba - Iluka,Page
145.991128901354,-35.9837838072978,114031,Yarrawonga - Mulwala (Mulwala Part),114,"5,000 to 9,999",11,Other Urban,1,New South Wales,18.6465165860,109031181,Corowa Region,Farrer
148.905665089175,-34.8438576008083,114032,Yass,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,16.6088210160,101061541,Yass,Eden-Monaro
148.296737922153,-34.3131654167488,114033,Young,114,"5,000 to 9,999",11,Other Urban,1,New South Wales,8.2778031730,101061543,Young,Riverina
150.89348247079,-32.1678797313815,115001,Aberdeen,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.6560509374,106041129,Scone Region,New England
153.441566652605,-28.8383514635109,115002,Alstonville,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.5379035246,112011237,Ballina Region,Page
152.086570347389,-32.7823341547418,115003,Anna Bay,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.8119596513,106031119,Anna Bay,Paterson
150.789578171768,-34.2038050737612,115004,Appin,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.3627009925,123031446,Douglas Park - Appin,Hume
153.193975176297,-30.0652180354863,115005,Arrawarra,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,7.2381842167,104021091,Woolgoolga - Arrawarra,Page
143.558446800656,-34.6355856931693,115006,Balranald,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.4311959624,109021179,Wentworth-Balranald Region,Farrer
153.524030234008,-28.6856798383673,115007,Bangalow,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.8018693748,112011238,Bangalow,Richmond
150.576525568054,-34.2891177331972,115008,Bargo,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.4937905370,123031445,Bargo,Hume
144.131370011151,-35.624291039901,115009,Barham - Koondrook (Barham Part),115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.1030623025,109031183,Deniliquin Region,Farrer
145.691329825898,-35.9062097488463,115010,Barooga,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.6908300410,109031185,Tocumwal - Finley - Jerilderie,Farrer
150.606564742796,-30.3844195568651,115011,Barraba,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.6174149908,110041205,Tamworth Region,New England
150.561978891566,-35.0876187202371,115012,Basin View,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.8756227519,114011279,St Georges Basin - Erowal Bay,Gilmore
148.146600595204,-35.5205082154975,115013,Batlow,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.8811745589,113021262,Tumut Region,Eden-Monaro
149.834870396556,-36.6706580744588,115014,Bega,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,13.2357376130,101041019,Bega - Tathra,Eden-Monaro
152.899331426265,-30.4517861610325,115015,Bellingen,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.6136863688,104021083,Bellingen,Cowper
150.063164791654,-36.4320023795423,115016,Bermagui,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,9.2227015649,101041027,Narooma - Bermagui,Eden-Monaro
150.687534669692,-34.7733328127157,115017,Berry,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.2390127805,114011272,Berry - Kangaroo Valley,Gilmore
150.565662163601,-29.8700175100023,115018,Bingara,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.9272639172,110021193,Inverell Region - West,New England
150.29546810276,-33.6258804044813,115019,Blackheath,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,15.9553080510,124011449,Blackheath - Megalong Valley,Macquarie
149.250475247936,-33.5295729099808,115020,Blayney,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.3453584034,103041076,Blayney,Calare
152.111871705735,-32.7798080976153,115021,Boat Harbour,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.8112338566,106031119,Anna Bay,Paterson
149.238394138184,-36.9097865472769,115022,Bombala,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.1839742887,101031013,Bombala,Eden-Monaro
152.837589594462,-31.5882866166338,115023,Bonny Hills,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.7458083707,108041162,Laurieton - Bonny Hills,Lyne
148.720432375294,-34.4443832104733,115024,Boorowa,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,6.1125692106,101061544,Young Region,Hume
145.937054127586,-30.0927201682122,115025,Bourke,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,6.5318517611,105011092,Bourke - Brewarrina,Parkes
150.625269690122,-33.5758954751388,115026,Bowen Mountain,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,0.9063495200,115031300,Kurrajong Heights - Ebenezer,Macquarie
152.85384705448,-30.650268194561,115027,Bowraville,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.2342710667,108021159,Nambucca Heads Region,Cowper
149.79470179648,-35.4415159566629,115028,Braidwood,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.8705438004,101021007,Braidwood,Eden-Monaro
151.352273723338,-32.6595328633581,115029,Branxton,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.7649173779,106011107,Branxton - Greta - Pokolbin,Hunter
150.156485865543,-35.8505239595727,115030,Broulee - Mossy Point,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,20.3225223160,101041021,Broulee - Tomakin,Gilmore
153.547717427609,-28.5530538046563,115031,Brunswick Heads,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.0407861842,112011239,Brunswick Heads - Ocean Shores,Richmond
152.208389928935,-32.4065766405537,115032,Bulahdelah,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.5820337970,108011151,Bulahdelah - Stroud,Lyne
150.297671166106,-34.6581002920083,115033,Bundanoon,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,9.6794130512,114021289,Southern Highlands,Hume
151.151686103355,-34.0854553370638,115034,Bundeena,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.1785757831,128011604,Cronulla - Kurnell - Bundeena,Hughes
149.442470758654,-35.2524277952756,115035,Bungendore,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.0484428782,101021011,Queanbeyan Region,Eden-Monaro
150.532196037676,-34.2576306685028,115036,Buxton,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.5881540910,123031447,Picton - Tahmoor - Buxton,Hume
153.600907814109,-28.6455008644825,115037,Byron Bay,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,17.5910537160,112011238,Bangalow,Richmond
150.702587861819,-35.007129712709,115038,Callala Bay,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.0723107592,114011273,Callala Bay - Currarong,Gilmore
150.558749697366,-34.8224954879187,115039,Cambewarra Village,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,0.9950327961,114011277,North Nowra - Bomaderry,Gilmore
148.665118163219,-33.5625805202614,115040,Canowindra,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.2041018980,103021064,Cowra Region,Calare
145.834717801984,-31.4970970811556,115041,Cobar,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,8.2515601340,105011093,Cobar,Parkes
150.485419497086,-34.4024494551127,115042,Colo Vale,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.4154451954,114021285,Hill Top - Colo Vale,Hume
147.147566946352,-33.0856034684241,115043,Condobolin,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,8.6917290896,103021062,Condobolin,Parkes
147.200287796674,-34.816384918743,115044,Coolamon,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.6246675254,113031271,Wagga Wagga Region,Riverina
149.276517876886,-31.2729547366132,115045,Coonabarabran,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,11.0182457620,105031099,Coonabarabran,Parkes
148.380657676711,-30.9625414955021,115046,Coonamble,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,10.0021853590,105011094,Coonamble,Parkes
153.280223768089,-28.9930206689158,115047,Coraki,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.0019619586,112021245,Casino Region,Page
153.197847290578,-30.0279983307465,115048,Corindi Beach,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.3839126089,104021091,Woolgoolga - Arrawarra,Page
149.466740694226,-34.4598334050631,115049,Crookwell,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.9174314959,101051540,Goulburn Region,Hume
150.759518915561,-34.9189458886058,115050,Culburra Beach - Orient Point,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,7.0571437697,114011274,Culburra Beach,Gilmore
147.042494767289,-35.665673831165,115051,Culcairn,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.5329740594,109011175,Albury Region,Farrer
150.11476517382,-36.1684592432679,115052,Dalmeny,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.4326027316,101041027,Narooma - Bermagui,Eden-Monaro
150.682157791201,-32.3902380588748,115053,Denman,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.7416834065,106041127,Muswellbrook Region,Hunter
152.709683840255,-30.3407048693494,115054,Dorrigo,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.2195227634,104021087,Dorrigo,Cowper
150.713496402512,-34.1855941656782,115055,Douglas Park,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.9291675063,123031446,Douglas Park - Appin,Hume
151.750523816609,-32.4058993266351,115056,Dungog,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,6.4826591372,106011110,Dungog,Lyne
149.904476643454,-37.0537062392015,115057,Eden,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,8.1611367487,101041023,Eden,Eden-Monaro
147.352659247976,-35.0664380536836,115058,Estella,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.5608425822,113031268,Wagga Wagga - North,Riverina
153.420918885707,-29.1109263033855,115059,Evans Head,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,9.4326469551,112011241,Evans Head,Page
152.167222692838,-32.7471153045061,115060,Fingal Bay,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.1176050204,106031121,Nelson Bay Peninsula,Paterson
145.571214848329,-35.6446793644536,115061,Finley,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.9784911901,109031185,Tocumwal - Finley - Jerilderie,Farrer
147.461431489816,-35.1562051795432,115062,Forest Hill,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,6.0426405830,113031271,Wagga Wagga Region,Riverina
152.874070960657,-31.0357023217576,115063,Frederickton,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.5130414936,108021155,Kempsey,Cowper
150.785343235206,-33.5648300012867,115064,Freemans Reach,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.2887943576,115031300,Kurrajong Heights - Ebenezer,Macquarie
151.043047854167,-33.6502992110259,115065,Galston,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,0.5269799173,115021298,Galston - Laughtondale,Berowra
150.827281614187,-34.742670452232,115066,Gerringong,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.6687238613,107031140,Kiama Hinterland - Gerringong,Gilmore
148.65150615826,-31.7044232897636,115067,Gilgandra,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,10.9253535890,105031104,Gilgandra,Parkes
150.76975862321,-33.5345713059359,115068,Glossodia,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,8.0676837353,115031300,Kurrajong Heights - Ebenezer,Macquarie
151.960336362271,-32.0148278309664,115069,Gloucester,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.8468559131,108051167,Gloucester,Lyne
150.730421931684,-34.9107520287658,115070,Greenwell Point,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.6671110881,114011274,Culburra Beach,Gilmore
148.15537718541,-33.8977806260226,115071,Grenfell,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,10.9749704740,103021066,Grenfell,Riverina
151.392434350409,-32.6758221794554,115072,Greta,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.1072529657,106011107,Branxton - Greta - Pokolbin,Hunter
149.534140477407,-32.361823375892,115073,Gulgong,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.0590959601,103031074,Mudgee Region - West,Calare
153.230558105324,-29.491925405548,115074,Gulmarrad,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,9.2208837654,104011082,Maclean - Yamba - Iluka,Page
148.107927677309,-35.064845330683,115075,Gundagai,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,9.0459304616,113031264,Gundagai,Riverina
151.672792543587,-30.2248419407292,115076,Guyra,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,7.7245226684,110011187,Armidale Region - North,New England
148.350518492186,-34.5525628252568,115077,Harden - Murrumburrah,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,10.4498578830,101061544,Young Region,Riverina
152.669625828215,-31.8776079781669,115078,Harrington,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.1945031830,108051170,Taree Region,Lyne
152.184355880996,-32.6610360680366,115079,Hawks Nest,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,13.8267267920,106031124,Tea Gardens - Hawks Nest,Lyne
144.838078140142,-34.5135629687759,115080,Hay,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,10.5085889590,109021177,Hay,Farrer
151.510385208281,-32.8026527232786,115081,Heddon Greta,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.5901413069,106011111,Kurri Kurri - Abermain,Paterson
150.492837111334,-34.353782466433,115082,Hill Top,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.2664681509,114021285,Hill Top - Colo Vale,Hume
147.318032631768,-35.7209763667588,115083,Holbrook,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.8654103204,109011175,Albury Region,Farrer
146.634366842751,-35.9828332021399,115084,Howlong,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,4.0483591675,109031181,Corowa Region,Farrer
153.353360694179,-29.4058799469118,115085,Iluka,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.5706479443,104011082,Maclean - Yamba - Iluka,Page
148.619100760179,-36.4180533640488,115086,Jindabyne,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,1.8568041040,101031016,Jindabyne - Berridale,Eden-Monaro
146.888773771445,-35.9564273045193,115087,Jindera,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.9842970247,109011175,Albury Region,Farrer
152.924914530059,-29.6411345353027,115088,Junction Hill,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.0558350864,104011080,Grafton,Page
147.571588340887,-34.8610417850977,115089,Junee,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,20.7964511990,113031265,Junee,Riverina
149.97468292373,-32.8559945855433,115090,Kandos,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.3808225831,103031073,Mudgee Region - East,Calare
151.959746747358,-32.6510741353581,115091,Karuah,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,3.0404210454,106031125,Williamtown - Medowie - Karuah,Lyne
151.055308728508,-31.0533003986534,115092,Kootingal,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.1945689187,110041205,Tamworth Region,New England
150.668106594471,-33.5541980584973,115093,Kurrajong,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,2.2290024493,115031300,Kurrajong Heights - Ebenezer,Macquarie
152.997047285795,-28.6222956954953,115094,Kyogle,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,5.6407710562,112021247,Kyogle,Page
146.37677197105,-33.2910773091641,115095,Lake Cargelligo,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,6.0894739583,103021062,Condobolin,Parkes
152.848435039931,-31.5500645544967,115096,Lake Cathie,115,"1,000 to 4,999",11,Other Urban,1,New South Wales,6.0019389813,108041162,Laurieton - Bonny Hills,Lyne
